breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb,year
Transgender,All Schools,derbisol_exp,derbisol,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,derbisol_exp,derbisol,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,derbisol_offered,derbisol,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,derbisol_offered,derbisol,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,district_pc,NA,Dacorum,5,65,7.7%,2.1%,24.1%,5.5%,16.4%,2023
Transgender,All Schools,district_pc,NA,East Hertfordshire,5,65,7.7%,2.1%,24.1%,5.5%,16.4%,2023
Transgender,All Schools,district_pc,NA,Hertsmere,5,65,7.7%,2.1%,24.1%,5.5%,16.4%,2023
Transgender,All Schools,district_pc,NA,North Hertfordshire,15,65,23.1%,11.1%,42.0%,12.0%,18.9%,2023
Transgender,All Schools,district_pc,NA,St Albans,15,65,23.1%,11.1%,42.0%,12.0%,18.9%,2023
Transgender,All Schools,district_pc,NA,Stevenage,5,65,7.7%,2.1%,24.1%,5.5%,16.4%,2023
Transgender,All Schools,district_pc,NA,Three Rivers,10,65,15.4%,6.2%,33.5%,9.2%,18.1%,2023
Transgender,All Schools,district_pc,NA,Uttlesford,0,65,0.0%,0.0%,12.8%,0.0%,12.8%,2023
Transgender,All Schools,district_pc,NA,Watford,5,65,7.7%,2.1%,24.1%,5.5%,16.4%,2023
Transgender,All Schools,district_pc,NA,Welwyn Hatfield,0,65,0.0%,0.0%,12.8%,0.0%,12.8%,2023
Transgender,All Schools,district_residence,which district they lived in,Broxbourne,0,125,0.0%,0.0%,7.1%,0.0%,7.1%,2023
Transgender,All Schools,district_residence,which district they lived in,Dacorum,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,district_residence,which district they lived in,East Hertfordshire,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,district_residence,which district they lived in,Hertsmere,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,district_residence,which district they lived in,North Hertfordshire,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,district_residence,which district they lived in,Outside of Hertfordshire,0,125,0.0%,0.0%,7.1%,0.0%,7.1%,2023
Transgender,All Schools,district_residence,which district they lived in,St Albans,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,district_residence,which district they lived in,Stevenage,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,district_residence,which district they lived in,Three Rivers,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,district_residence,which district they lived in,Watford,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,district_residence,which district they lived in,Welwyn Hatfield,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,district_school,NA,Dacorum,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,district_school,NA,East Hertfordshire,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,district_school,NA,Hertsmere,5,120,4.2%,1.2%,13.9%,3.0%,9.8%,2023
Transgender,All Schools,district_school,NA,North Hertfordshire,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,district_school,NA,St Albans,30,120,25.0%,14.9%,38.7%,10.1%,13.7%,2023
Transgender,All Schools,district_school,NA,Stevenage,15,120,12.5%,5.9%,24.7%,6.6%,12.2%,2023
Transgender,All Schools,district_school,NA,Three Rivers,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,district_school,NA,Welwyn Hatfield,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I have never taken drugs,95,120,79.2%,65.8%,88.3%,13.4%,9.1%,2023
Transgender,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I have taken drugs once or twice,5,120,4.2%,1.2%,13.9%,3.0%,9.8%,2023
Transgender,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I take drugs occasionally (less than once a week),5,120,4.2%,1.2%,13.9%,3.0%,9.8%,2023
Transgender,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I take drugs regularly (once a week or more),15,120,12.5%,5.9%,24.7%,6.6%,12.2%,2023
Transgender,All Schools,drug_reduce,if they want to reduce or stop taking drugs,I'd like to reduce the amount I take but not stop,5,25,20.0%,5.7%,50.9%,14.3%,30.9%,2023
Transgender,All Schools,drug_reduce,if they want to reduce or stop taking drugs,"No, I want to keep taking drugs",15,25,60.0%,31.3%,83.1%,28.7%,23.1%,2023
Transgender,All Schools,drug_reduce,if they want to reduce or stop taking drugs,"Yes, I'd like to stop taking drugs",5,25,20.0%,5.7%,50.9%,14.3%,30.9%,2023
Transgender,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,No,5,20,25.0%,7.2%,59.0%,17.8%,34.0%,2023
Transgender,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,Not sure,0,20,0.0%,0.0%,32.3%,0.0%,32.3%,2023
Transgender,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,Yes,15,20,75.0%,41.0%,92.8%,34.0%,17.8%,2023
Transgender,All Schools,drugsupp_doctor,from a health professional,No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%,2023
Transgender,All Schools,drugsupp_doctor,from a health professional,Yes,30,125,24.0%,14.3%,37.4%,9.7%,13.4%,2023
Transgender,All Schools,drugsupp_family,from family,No,75,125,60.0%,46.2%,72.4%,13.8%,12.4%,2023
Transgender,All Schools,drugsupp_family,from family,Yes,50,125,40.0%,27.6%,53.8%,12.4%,13.8%,2023
Transgender,All Schools,drugsupp_friends,from friends,No,80,125,64.0%,50.2%,75.8%,13.8%,11.8%,2023
Transgender,All Schools,drugsupp_friends,from friends,Yes,45,125,36.0%,24.2%,49.8%,11.8%,13.8%,2023
Transgender,All Schools,drugsupp_internet,from the internet,No,80,125,64.0%,50.2%,75.8%,13.8%,11.8%,2023
Transgender,All Schools,drugsupp_internet,from the internet,Yes,45,125,36.0%,24.2%,49.8%,11.8%,13.8%,2023
Transgender,All Schools,drugsupp_other,from other sources,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,drugsupp_other,from other sources,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,drugsupp_teacher,from a teacher,No,100,120,83.3%,70.5%,91.3%,12.9%,8.0%,2023
Transgender,All Schools,drugsupp_teacher,from a teacher,Yes,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,drugsupp_ypservice,from Drug & Alcohol Services for young people,No,95,120,79.2%,65.8%,88.3%,13.4%,9.1%,2023
Transgender,All Schools,drugsupp_ypservice,from Drug & Alcohol Services for young people,Yes,25,120,20.8%,11.7%,34.2%,9.1%,13.4%,2023
Transgender,All Schools,drugsupp_yw,from a Youth Worker,No,105,120,87.5%,75.3%,94.1%,12.2%,6.6%,2023
Transgender,All Schools,drugsupp_yw,from a Youth Worker,Yes,15,120,12.5%,5.9%,24.7%,6.6%,12.2%,2023
Transgender,All Schools,ecstasy_exp,ecstasy,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,ecstasy_exp,ecstasy,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,ecstasy_offered,ecstasy,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,ecstasy_offered,ecstasy,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,environ_awareness,raise awareness,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,environ_awareness,raise awareness,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,environ_barriers_cost,financial cost,No,90,120,75.0%,61.3%,85.1%,13.7%,10.1%,2023
Transgender,All Schools,environ_barriers_cost,financial cost,Yes,30,120,25.0%,14.9%,38.7%,10.1%,13.7%,2023
Transgender,All Schools,environ_barriers_notconsider,sustainability is not a consideration in their household,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,environ_barriers_notconsider,sustainability is not a consideration in their household,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,environ_barriers_other,other reasons,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,environ_barriers_other,other reasons,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,environ_barriers_time,convenience/time,No,70,125,56.0%,42.3%,68.8%,13.7%,12.8%,2023
Transgender,All Schools,environ_barriers_time,convenience/time,Yes,55,125,44.0%,31.2%,57.7%,12.8%,13.7%,2023
Transgender,All Schools,environ_barriers_unsure,uncertainty on what to do,No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%,2023
Transgender,All Schools,environ_barriers_unsure,uncertainty on what to do,Yes,30,125,24.0%,14.3%,37.4%,9.7%,13.4%,2023
Transgender,All Schools,environ_buy,think about the environment when buying things,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,environ_buy,think about the environment when buying things,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,environ_garden,do things in the garden to help wildlife,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,environ_garden,do things in the garden to help wildlife,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,environ_leaders,try to change what our leaders are doing,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,environ_leaders,try to change what our leaders are doing,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,environ_lights,turn lights off more,No,50,125,40.0%,27.6%,53.8%,12.4%,13.8%,2023
Transgender,All Schools,environ_lights,turn lights off more,Yes,75,125,60.0%,46.2%,72.4%,13.8%,12.4%,2023
Transgender,All Schools,environ_litter,pick up litter,No,85,120,70.8%,56.9%,81.7%,14.0%,10.9%,2023
Transgender,All Schools,environ_litter,pick up litter,Yes,35,120,29.2%,18.3%,43.1%,10.9%,14.0%,2023
Transgender,All Schools,environ_meat,eat less meat,No,100,120,83.3%,70.5%,91.3%,12.9%,8.0%,2023
Transgender,All Schools,environ_meat,eat less meat,Yes,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,environ_media,read/watch media about the environment,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,environ_media,read/watch media about the environment,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,environ_none,don't do anything,No,110,120,91.7%,80.5%,96.7%,11.2%,5.0%,2023
Transgender,All Schools,environ_none,don't do anything,Yes,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,environ_other,do other things,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,environ_other,do other things,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,environ_recycle,recycle their waste,No,55,125,44.0%,31.2%,57.7%,12.8%,13.7%,2023
Transgender,All Schools,environ_recycle,recycle their waste,Yes,70,125,56.0%,42.3%,68.8%,13.7%,12.8%,2023
Transgender,All Schools,environ_talk,talk to friends/family,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,environ_talk,talk to friends/family,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,environ_tap,turn the tap off more,No,55,125,44.0%,31.2%,57.7%,12.8%,13.7%,2023
Transgender,All Schools,environ_tap,turn the tap off more,Yes,70,125,56.0%,42.3%,68.8%,13.7%,12.8%,2023
Transgender,All Schools,environ_volunteer,volunteer,No,105,120,87.5%,75.3%,94.1%,12.2%,6.6%,2023
Transgender,All Schools,environ_volunteer,volunteer,Yes,15,120,12.5%,5.9%,24.7%,6.6%,12.2%,2023
Transgender,All Schools,environ_walkcycle,"walk, cycle, or use public transport",No,65,125,52.0%,38.5%,65.2%,13.5%,13.2%,2023
Transgender,All Schools,environ_walkcycle,"walk, cycle, or use public transport",Yes,60,125,48.0%,34.8%,61.5%,13.2%,13.5%,2023
Transgender,All Schools,ethnicity,ethnicity,Any other ethnic group,0,115,0.0%,0.0%,7.7%,0.0%,7.7%,2023
Transgender,All Schools,ethnicity,ethnicity,Asian,25,115,21.7%,12.3%,35.5%,9.5%,13.8%,2023
Transgender,All Schools,ethnicity,ethnicity,Black,5,115,4.3%,1.2%,14.5%,3.1%,10.1%,2023
Transgender,All Schools,ethnicity,ethnicity,Mixed,5,115,4.3%,1.2%,14.5%,3.1%,10.1%,2023
Transgender,All Schools,ethnicity,ethnicity,Prefer not to say,0,115,0.0%,0.0%,7.7%,0.0%,7.7%,2023
Transgender,All Schools,ethnicity,ethnicity,White,80,115,69.6%,55.2%,80.9%,14.3%,11.3%,2023
Transgender,All Schools,findiff_cold,felt cold,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,findiff_cold,felt cold,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,findiff_foodbank,went to a food bank,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,findiff_foodbank,went to a food bank,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,findiff_hungry,felt hungry,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,findiff_hungry,felt hungry,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,findiff_job,lost a job/work,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,findiff_job,lost a job/work,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,findiff_misstrip,missed a school trip,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,findiff_misstrip,missed a school trip,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,findiff_move,moved to a smaller home,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,findiff_move,moved to a smaller home,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,findiff_none,no experiences,No,55,125,44.0%,31.2%,57.7%,12.8%,13.7%,2023
Transgender,All Schools,findiff_none,no experiences,Yes,70,125,56.0%,42.3%,68.8%,13.7%,12.8%,2023
Transgender,All Schools,findiff_pnts,prefer not to say,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,findiff_pnts,prefer not to say,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,fsm,free school meals,No,90,120,75.0%,61.3%,85.1%,13.7%,10.1%,2023
Transgender,All Schools,fsm,free school meals,Prefer not to say,5,120,4.2%,1.2%,13.9%,3.0%,9.8%,2023
Transgender,All Schools,fsm,free school meals,Yes,25,120,20.8%,11.7%,34.2%,9.1%,13.4%,2023
Transgender,All Schools,hallucinogen_natural_exp,hallucinogens,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,hallucinogen_natural_exp,hallucinogens,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,hallucinogen_offered,hallucinogens,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,hallucinogen_offered,hallucinogens,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,heroin_exp,heroin,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,heroin_exp,heroin,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,heroin_offered,heroin,No,110,120,91.7%,80.5%,96.7%,11.2%,5.0%,2023
Transgender,All Schools,heroin_offered,heroin,Yes,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,herts_just_talk,have heard of Herts Just Talk,No,45,120,37.5%,25.2%,51.6%,12.3%,14.1%,2023
Transgender,All Schools,herts_just_talk,have heard of Herts Just Talk,Unsure,15,120,12.5%,5.9%,24.7%,6.6%,12.2%,2023
Transgender,All Schools,herts_just_talk,have heard of Herts Just Talk,Yes,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,herts_just_talk,have heard of Herts Just Talk,"Yes I’ve heard of it, but I’m not sure what it is",40,120,33.3%,21.7%,47.4%,11.6%,14.1%,2023
Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Most days/Every day,25,120,20.8%,11.7%,34.2%,9.1%,13.4%,2023
Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,No,40,120,33.3%,21.7%,47.4%,11.6%,14.1%,2023
Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Once a week,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Once or twice,35,120,29.2%,18.3%,43.1%,10.9%,14.0%,2023
Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Prefer not to say,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Most days/Every day,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%,2023
Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Once a week,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Once or twice,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Prefer not to say,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,hopeful_future,feel hopeful about their future,Always,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,hopeful_future,feel hopeful about their future,Never,30,120,25.0%,14.9%,38.7%,10.1%,13.7%,2023
Transgender,All Schools,hopeful_future,feel hopeful about their future,Often,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,hopeful_future,feel hopeful about their future,Sometimes,60,120,50.0%,36.4%,63.6%,13.6%,13.6%,2023
Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 1 - Most Deprived,10,130,7.7%,3.0%,18.1%,4.7%,10.4%,2023
Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 2,15,130,11.5%,5.4%,22.9%,6.1%,11.4%,2023
Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 3,10,130,7.7%,3.0%,18.1%,4.7%,10.4%,2023
Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 4,15,130,11.5%,5.4%,22.9%,6.1%,11.4%,2023
Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 5 - Least Deprived,15,130,11.5%,5.4%,22.9%,6.1%,11.4%,2023
Transgender,All Schools,imd_quintile,for their resident postcode,unknown,65,130,50.0%,36.9%,63.1%,13.1%,13.1%,2023
Transgender,All Schools,internet_info_provided,have been provided with online safety info,No,15,115,13.0%,6.1%,25.6%,6.9%,12.6%,2023
Transgender,All Schools,internet_info_provided,have been provided with online safety info,Yes,100,115,87.0%,74.4%,93.9%,12.6%,6.9%,2023
Transgender,All Schools,internet_message,have ever received message on social media that upset them,No,55,115,47.8%,34.2%,61.8%,13.7%,14.0%,2023
Transgender,All Schools,internet_message,have ever received message on social media that upset them,Yes,60,115,52.2%,38.2%,65.8%,14.0%,13.7%,2023
Transgender,All Schools,internet_met,have ever met someone in real life whom they first met online,No,80,115,69.6%,55.2%,80.9%,14.3%,11.3%,2023
Transgender,All Schools,internet_met,have ever met someone in real life whom they first met online,Yes,35,115,30.4%,19.1%,44.8%,11.3%,14.3%,2023
Transgender,All Schools,internet_personalinfo,have ever shared personal information with someone they have not met in real life,No,70,115,60.9%,46.5%,73.6%,14.4%,12.7%,2023
Transgender,All Schools,internet_personalinfo,have ever shared personal information with someone they have not met in real life,Yes,45,115,39.1%,26.4%,53.5%,12.7%,14.4%,2023
Transgender,All Schools,internet_pictures_pressure,have ever felt pressured to send pictures of themselves to someone,No,90,115,78.3%,64.5%,87.7%,13.8%,9.5%,2023
Transgender,All Schools,internet_pictures_pressure,have ever felt pressured to send pictures of themselves to someone,Yes,25,115,21.7%,12.3%,35.5%,9.5%,13.8%,2023
Transgender,All Schools,ketamine_exp,ketamine,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,ketamine_exp,ketamine,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,ketamine_offered,ketamine,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,ketamine_offered,ketamine,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,high,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,low,75,125,60.0%,46.2%,72.4%,13.8%,12.4%,2023
Transgender,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,medium,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,very high,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,high,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,low,80,125,64.0%,50.2%,75.8%,13.8%,11.8%,2023
Transgender,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,medium,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,very high,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,high,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,low,85,125,68.0%,54.2%,79.2%,13.8%,11.2%,2023
Transgender,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,medium,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,very high,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,mental_accessed,have ever accessed mental health services before,No,45,120,37.5%,25.2%,51.6%,12.3%,14.1%,2023
Transgender,All Schools,mental_accessed,have ever accessed mental health services before,Not sure,15,120,12.5%,5.9%,24.7%,6.6%,12.2%,2023
Transgender,All Schools,mental_accessed,have ever accessed mental health services before,Prefer not to say,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,mental_accessed,have ever accessed mental health services before,Yes,50,120,41.7%,28.9%,55.7%,12.8%,14.0%,2023
Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,A little,20,50,40.0%,21.9%,61.3%,18.1%,21.3%,2023
Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Neither helpful nor unhelpful,10,50,20.0%,8.1%,41.5%,11.9%,21.5%,2023
Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Not helpful,5,50,10.0%,2.8%,30.0%,7.2%,20.0%,2023
Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Not very helpful,10,50,20.0%,8.1%,41.5%,11.9%,21.5%,2023
Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Very,5,50,10.0%,2.8%,30.0%,7.2%,20.0%,2023
Transgender,All Schools,mental_charity,charities,No,120,125,96.0%,86.6%,98.9%,9.4%,2.9%,2023
Transgender,All Schools,mental_charity,charities,Yes,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,mental_clinic,a mental health clinic,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,mental_clinic,a mental health clinic,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,mental_doctor,a doctor,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,mental_doctor,a doctor,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",No,25,115,21.7%,12.3%,35.5%,9.5%,13.8%,2023
Transgender,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",Not sure,20,115,17.4%,9.1%,30.7%,8.3%,13.3%,2023
Transgender,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",Yes,70,115,60.9%,46.5%,73.6%,14.4%,12.7%,2023
Transgender,All Schools,mental_none,other,No,90,125,72.0%,58.4%,82.5%,13.6%,10.5%,2023
Transgender,All Schools,mental_none,other,Yes,35,125,28.0%,17.5%,41.6%,10.5%,13.6%,2023
Transgender,All Schools,mental_nurse,a school nurse,No,120,125,96.0%,86.6%,98.9%,9.4%,2.9%,2023
Transgender,All Schools,mental_nurse,a school nurse,Yes,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,mental_other,some other service,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,mental_other,some other service,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,mental_parents,parents/carers,No,85,120,70.8%,56.9%,81.7%,14.0%,10.9%,2023
Transgender,All Schools,mental_parents,parents/carers,Yes,35,120,29.2%,18.3%,43.1%,10.9%,14.0%,2023
Transgender,All Schools,mental_school,the school,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,mental_school,the school,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",No,45,120,37.5%,25.2%,51.6%,12.3%,14.1%,2023
Transgender,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",Not sure,25,120,20.8%,11.7%,34.2%,9.1%,13.4%,2023
Transgender,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",Yes,50,120,41.7%,28.9%,55.7%,12.8%,14.0%,2023
