breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb,year
Female,All Schools,shinfo_parents,parents,Yes,3045,8425,36.1%,34.5%,37.8%,1.6%,1.6%,2023
Female,All Schools,shinfo_porn,pornography,No,8315,8425,98.7%,98.3%,99.0%,0.4%,0.3%,2023
Female,All Schools,shinfo_porn,pornography,Yes,110,8425,1.3%,1.0%,1.7%,0.3%,0.4%,2023
Female,All Schools,shinfo_poster,"posters, leaflets, reference books",No,8220,8425,97.6%,97.0%,98.0%,0.6%,0.5%,2023
Female,All Schools,shinfo_poster,"posters, leaflets, reference books",Yes,205,8425,2.4%,2.0%,3.0%,0.5%,0.6%,2023
Female,All Schools,shinfo_relations,siblings or relatives,No,7535,8425,89.4%,88.4%,90.4%,1.1%,1.0%,2023
Female,All Schools,shinfo_relations,siblings or relatives,Yes,890,8425,10.6%,9.6%,11.6%,1.0%,1.1%,2023
Female,All Schools,shinfo_school,school,No,3780,8430,44.8%,43.2%,46.5%,1.7%,1.7%,2023
Female,All Schools,shinfo_school,school,Yes,4650,8430,55.2%,53.5%,56.8%,1.7%,1.7%,2023
Female,All Schools,shinfo_yw,Youth Workers,No,8350,8425,99.1%,98.7%,99.4%,0.4%,0.3%,2023
Female,All Schools,shinfo_yw,Youth Workers,Yes,75,8425,0.9%,0.6%,1.3%,0.3%,0.4%,2023
Female,All Schools,skipschool_appointments,medical/dental appointments,No,4615,8425,54.8%,53.1%,56.4%,1.7%,1.7%,2023
Female,All Schools,skipschool_appointments,medical/dental appointments,Yes,3810,8425,45.2%,43.6%,46.9%,1.7%,1.7%,2023
Female,All Schools,skipschool_care,caring for family,No,8070,8425,95.8%,95.1%,96.4%,0.7%,0.6%,2023
Female,All Schools,skipschool_care,caring for family,Yes,355,8425,4.2%,3.6%,4.9%,0.6%,0.7%,2023
Female,All Schools,skipschool_illness,illness/injury unrelated to COVID-19,No,3360,8430,39.9%,38.2%,41.5%,1.6%,1.7%,2023
Female,All Schools,skipschool_illness,illness/injury unrelated to COVID-19,Yes,5070,8430,60.1%,58.5%,61.8%,1.7%,1.6%,2023
Female,All Schools,skipschool_mentalhealth,mental health reasons,No,6825,8425,81.0%,79.7%,82.3%,1.4%,1.3%,2023
Female,All Schools,skipschool_mentalhealth,mental health reasons,Yes,1600,8425,19.0%,17.7%,20.3%,1.3%,1.4%,2023
Female,All Schools,skipschool_na,other reasons,No,7735,8425,91.8%,90.8%,92.7%,1.0%,0.9%,2023
Female,All Schools,skipschool_na,other reasons,Yes,690,8425,8.2%,7.3%,9.2%,0.9%,1.0%,2023
Female,All Schools,skipschool_trips,holiday,No,7255,8425,86.1%,84.9%,87.2%,1.2%,1.1%,2023
Female,All Schools,skipschool_trips,holiday,Yes,1170,8425,13.9%,12.8%,15.1%,1.1%,1.2%,2023
Female,All Schools,skipschool_worriesbully,bullying,No,7970,8430,94.5%,93.7%,95.3%,0.8%,0.7%,2023
Female,All Schools,skipschool_worriesbully,bullying,Yes,460,8430,5.5%,4.7%,6.3%,0.7%,0.8%,2023
Female,All Schools,skipschool_worriesschool,worries about schoolwork,No,7430,8430,88.1%,87.0%,89.2%,1.1%,1.0%,2023
Female,All Schools,skipschool_worriesschool,worries about schoolwork,Yes,1000,8430,11.9%,10.8%,13.0%,1.0%,1.1%,2023
Female,All Schools,sleep_falling,had problems falling asleep,No,8425,8425,100.0%,99.9%,100.0%,0.1%,0.0%,2023
Female,All Schools,sleep_none,had no problems with sleep,No,8425,8425,100.0%,99.9%,100.0%,0.1%,0.0%,2023
Female,All Schools,sleep_wakingearly,had problems waking up early,No,8425,8425,100.0%,99.9%,100.0%,0.1%,0.0%,2023
Female,All Schools,sleep_wakingnight,had problems waking up at night,No,8425,8425,100.0%,99.9%,100.0%,0.1%,0.0%,2023
Female,All Schools,solvents_exp,solvents as drugs,No,8410,8425,99.8%,99.6%,99.9%,0.2%,0.1%,2023
Female,All Schools,solvents_exp,solvents as drugs,Yes,15,8425,0.2%,0.1%,0.4%,0.1%,0.2%,2023
Female,All Schools,solvents_offered,solvents as drugs,No,8370,8425,99.3%,99.0%,99.6%,0.3%,0.2%,2023
Female,All Schools,solvents_offered,solvents as drugs,Yes,55,8425,0.7%,0.4%,1.0%,0.2%,0.3%,2023
Female,All Schools,std_chlamydia,chlamydia,I have heard of it but know nothing about it,3295,8050,40.9%,39.2%,42.6%,1.7%,1.7%,2023
Female,All Schools,std_chlamydia,chlamydia,I have never heard of it,3005,8050,37.3%,35.7%,39.0%,1.6%,1.7%,2023
Female,All Schools,std_chlamydia,chlamydia,It can be both treated and cured,1365,8050,17.0%,15.7%,18.3%,1.3%,1.3%,2023
Female,All Schools,std_chlamydia,chlamydia,It can be treated but not cured,385,8050,4.8%,4.1%,5.6%,0.7%,0.8%,2023
Female,All Schools,std_gono,gonorrhoea,I have heard of it but know nothing about it,3340,8080,41.3%,39.7%,43.0%,1.7%,1.7%,2023
Female,All Schools,std_gono,gonorrhoea,I have never heard of it,2860,8080,35.4%,33.8%,37.1%,1.6%,1.7%,2023
Female,All Schools,std_gono,gonorrhoea,It can be both treated and cured,1520,8080,18.8%,17.5%,20.2%,1.3%,1.4%,2023
Female,All Schools,std_gono,gonorrhoea,It can be treated but not cured,360,8080,4.5%,3.8%,5.2%,0.7%,0.8%,2023
Female,All Schools,std_hiv,HIV,I have heard of it but know nothing about it,3145,8065,39.0%,37.3%,40.7%,1.7%,1.7%,2023
Female,All Schools,std_hiv,HIV,I have never heard of it,2195,8065,27.2%,25.7%,28.8%,1.5%,1.6%,2023
Female,All Schools,std_hiv,HIV,It can be both treated and cured,440,8065,5.5%,4.7%,6.3%,0.7%,0.8%,2023
Female,All Schools,std_hiv,HIV,It can be treated but not cured,2285,8065,28.3%,26.8%,29.9%,1.5%,1.6%,2023
Female,All Schools,std_syphilis,syphilis,I have heard of it but know nothing about it,3100,8030,38.6%,36.9%,40.3%,1.7%,1.7%,2023
Female,All Schools,std_syphilis,syphilis,I have never heard of it,3775,8030,47.0%,45.3%,48.7%,1.7%,1.7%,2023
Female,All Schools,std_syphilis,syphilis,It can be both treated and cured,805,8030,10.0%,9.0%,11.1%,1.0%,1.1%,2023
Female,All Schools,std_syphilis,syphilis,It can be treated but not cured,350,8030,4.4%,3.7%,5.1%,0.7%,0.8%,2023
Female,All Schools,steroids_exp,muscle-building steroids,No,8420,8425,99.9%,99.8%,100.0%,0.2%,0.0%,2023
Female,All Schools,steroids_exp,muscle-building steroids,Yes,5,8425,0.1%,0.0%,0.2%,0.0%,0.2%,2023
Female,All Schools,steroids_offered,muscle-building steroids,No,8410,8425,99.8%,99.6%,99.9%,0.2%,0.1%,2023
Female,All Schools,steroids_offered,muscle-building steroids,Yes,15,8425,0.2%,0.1%,0.4%,0.1%,0.2%,2023
Female,All Schools,survey_year,NA,2023,8425,8425,100.0%,99.9%,100.0%,0.1%,0.0%,2023
Female,All Schools,vape_reduce,they want to reduce or stop vaping,I'd like to reduce the amount I vape but not stop,195,445,43.8%,36.8%,51.1%,7.1%,7.3%,2023
Female,All Schools,vape_reduce,they want to reduce or stop vaping,"No, I want to keep vaping",115,445,25.8%,20.0%,32.7%,5.9%,6.9%,2023
Female,All Schools,vape_reduce,they want to reduce or stop vaping,"Yes, I'd like to stop vaping",135,445,30.3%,24.1%,37.4%,6.3%,7.1%,2023
Female,All Schools,vape_worry,were worried about vaping,A bit worried,160,460,34.8%,28.3%,41.9%,6.5%,7.1%,2023
Female,All Schools,vape_worry,were worried about vaping,Don't know/Unsure,20,460,4.3%,2.2%,8.3%,2.1%,4.0%,2023
Female,All Schools,vape_worry,were worried about vaping,Not at all worried,105,460,22.8%,17.4%,29.4%,5.5%,6.6%,2023
Female,All Schools,vape_worry,were worried about vaping,Not very worried,135,460,29.3%,23.3%,36.3%,6.1%,6.9%,2023
Female,All Schools,vape_worry,were worried about vaping,Prefer not to say,10,460,2.2%,0.9%,5.4%,1.3%,3.3%,2023
Female,All Schools,vape_worry,were worried about vaping,Very worried,30,460,6.5%,3.8%,11.0%,2.7%,4.5%,2023
Female,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,I have never vaped,6910,8335,82.9%,81.6%,84.1%,1.3%,1.2%,2023
Female,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,I have vaped once or twice,785,8335,9.4%,8.5%,10.5%,0.9%,1.0%,2023
Female,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,"I used to vape, but I don’t now",190,8335,2.3%,1.8%,2.8%,0.5%,0.6%,2023
Female,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,I vape occasionally (less than once a week),215,8335,2.6%,2.1%,3.2%,0.5%,0.6%,2023
Female,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,I vape regularly (once a week or more),235,8335,2.8%,2.3%,3.4%,0.5%,0.6%,2023
Female,All Schools,views_listened_school,feels that their views are listened to at school,No,2050,8230,24.9%,23.5%,26.4%,1.4%,1.5%,2023
Female,All Schools,views_listened_school,feels that their views are listened to at school,Sometimes,4415,8230,53.6%,51.9%,55.3%,1.7%,1.7%,2023
Female,All Schools,views_listened_school,feels that their views are listened to at school,Yes,1765,8230,21.4%,20.1%,22.9%,1.4%,1.4%,2023
Female,All Schools,violence_involved,have been involved in a violent incident in the past year,No,7215,8255,87.4%,86.2%,88.5%,1.2%,1.1%,2023
Female,All Schools,violence_involved,have been involved in a violent incident in the past year,Prefer not to say,410,8255,5.0%,4.3%,5.8%,0.7%,0.8%,2023
Female,All Schools,violence_involved,have been involved in a violent incident in the past year,"Yes, I was the victim",285,8255,3.5%,2.9%,4.1%,0.6%,0.7%,2023
Female,All Schools,violence_involved,have been involved in a violent incident in the past year,"Yes, but I wasn't the victim",345,8255,4.2%,3.5%,4.9%,0.6%,0.7%,2023
Female,All Schools,violence_weapon_involved,have been involved in a violent incident where a weapon was used or threatened in the past year,No,7705,8230,93.6%,92.7%,94.4%,0.9%,0.8%,2023
Female,All Schools,violence_weapon_involved,have been involved in a violent incident where a weapon was used or threatened in the past year,Prefer not to say,235,8230,2.9%,2.3%,3.5%,0.5%,0.6%,2023
Female,All Schools,violence_weapon_involved,have been involved in a violent incident where a weapon was used or threatened in the past year,"Yes, I was the victim",125,8230,1.5%,1.2%,2.0%,0.4%,0.5%,2023
Female,All Schools,violence_weapon_involved,have been involved in a violent incident where a weapon was used or threatened in the past year,"Yes, but I wasn't the victim",165,8230,2.0%,1.6%,2.5%,0.4%,0.5%,2023
Female,All Schools,worry_bully,bullying,No,6580,8425,78.1%,76.7%,79.5%,1.4%,1.4%,2023
Female,All Schools,worry_bully,bullying,Yes,1845,8425,21.9%,20.5%,23.3%,1.4%,1.4%,2023
Female,All Schools,worry_crime,local crime,No,7015,8425,83.3%,82.0%,84.5%,1.3%,1.2%,2023
Female,All Schools,worry_crime,local crime,Yes,1410,8425,16.7%,15.5%,18.0%,1.2%,1.3%,2023
Female,All Schools,worry_drugsalcohol,drugs/alcohol,No,7865,8425,93.4%,92.5%,94.1%,0.9%,0.8%,2023
Female,All Schools,worry_drugsalcohol,drugs/alcohol,Yes,560,8425,6.6%,5.9%,7.5%,0.8%,0.9%,2023
Female,All Schools,worry_environment,the environment,No,6750,8425,80.1%,78.7%,81.4%,1.4%,1.3%,2023
Female,All Schools,worry_environment,the environment,Yes,1675,8425,19.9%,18.6%,21.3%,1.3%,1.4%,2023
Female,All Schools,worry_family,family problems,No,6175,8425,73.3%,71.8%,74.8%,1.5%,1.5%,2023
Female,All Schools,worry_family,family problems,Yes,2250,8425,26.7%,25.2%,28.2%,1.5%,1.5%,2023
Female,All Schools,worry_friends,issues with friends,No,4900,8425,58.2%,56.5%,59.8%,1.7%,1.7%,2023
Female,All Schools,worry_friends,issues with friends,Yes,3525,8425,41.8%,40.2%,43.5%,1.7%,1.7%,2023
Female,All Schools,worry_future,future prospects,No,3320,8425,39.4%,37.8%,41.1%,1.6%,1.7%,2023
Female,All Schools,worry_future,future prospects,Yes,5105,8425,60.6%,58.9%,62.2%,1.7%,1.6%,2023
Female,All Schools,worry_gambling,gambling,No,8300,8430,98.5%,98.0%,98.8%,0.5%,0.4%,2023
Female,All Schools,worry_gambling,gambling,Yes,130,8430,1.5%,1.2%,2.0%,0.4%,0.5%,2023
Female,All Schools,worry_incrime,getting involved in crime,No,7845,8425,93.1%,92.2%,93.9%,0.9%,0.8%,2023
Female,All Schools,worry_incrime,getting involved in crime,Yes,580,8425,6.9%,6.1%,7.8%,0.8%,0.9%,2023
Female,All Schools,worry_lgbt,sexual orientation/identity,No,7710,8430,91.5%,90.5%,92.4%,1.0%,0.9%,2023
Female,All Schools,worry_lgbt,sexual orientation/identity,Yes,720,8430,8.5%,7.6%,9.5%,0.9%,1.0%,2023
Female,All Schools,worry_lonely,feeling lonely,No,5245,8425,62.3%,60.6%,63.9%,1.6%,1.6%,2023
Female,All Schools,worry_lonely,feeling lonely,Yes,3180,8425,37.7%,36.1%,39.4%,1.6%,1.6%,2023
Female,All Schools,worry_look,their appearance,No,3785,8425,44.9%,43.3%,46.6%,1.7%,1.7%,2023
Female,All Schools,worry_look,their appearance,Yes,4640,8425,55.1%,53.4%,56.7%,1.7%,1.7%,2023
Female,All Schools,worry_mental,their mental health,No,4890,8425,58.0%,56.4%,59.7%,1.7%,1.7%,2023
Female,All Schools,worry_mental,their mental health,Yes,3535,8425,42.0%,40.3%,43.6%,1.7%,1.7%,2023
Female,All Schools,worry_money,money problems (including family finances),No,6705,8430,79.5%,78.1%,80.9%,1.4%,1.3%,2023
Female,All Schools,worry_money,money problems (including family finances),Yes,1725,8430,20.5%,19.1%,21.9%,1.3%,1.4%,2023
Female,All Schools,worry_phys,their physical health,No,6205,8425,73.6%,72.1%,75.1%,1.5%,1.5%,2023
Female,All Schools,worry_phys,their physical health,Yes,2220,8425,26.4%,24.9%,27.9%,1.5%,1.5%,2023
Female,All Schools,worry_racism,racism,No,7200,8425,85.5%,84.2%,86.6%,1.2%,1.1%,2023
Female,All Schools,worry_racism,racism,Yes,1225,8425,14.5%,13.4%,15.8%,1.1%,1.2%,2023
Female,All Schools,worry_relationships,relationships/sexual health,No,7025,8425,83.4%,82.1%,84.6%,1.3%,1.2%,2023
Female,All Schools,worry_relationships,relationships/sexual health,Yes,1400,8425,16.6%,15.4%,17.9%,1.2%,1.3%,2023
Female,All Schools,worry_school,schoolwork,No,3355,8425,39.8%,38.2%,41.5%,1.6%,1.7%,2023
Female,All Schools,worry_school,schoolwork,Yes,5070,8425,60.2%,58.5%,61.8%,1.7%,1.6%,2023
Female,All Schools,worry_socialmedia,social media,No,6550,8425,77.7%,76.3%,79.1%,1.4%,1.4%,2023
Female,All Schools,worry_socialmedia,social media,Yes,1875,8425,22.3%,20.9%,23.7%,1.4%,1.4%,2023
Female,All Schools,worry_treatboys,how women treat/speak to boys,No,7735,8425,91.8%,90.8%,92.7%,1.0%,0.9%,2023
Female,All Schools,worry_treatboys,how women treat/speak to boys,Yes,690,8425,8.2%,7.3%,9.2%,0.9%,1.0%,2023
Female,All Schools,worry_treatgirls,how men treat/speak to girls,No,5015,8425,59.5%,57.9%,61.2%,1.7%,1.6%,2023
Female,All Schools,worry_treatgirls,how men treat/speak to girls,Yes,3410,8425,40.5%,38.8%,42.1%,1.6%,1.7%,2023
Female,All Schools,worry_violenceboys,harrassment/violence against boys,No,7880,8430,93.5%,92.6%,94.3%,0.9%,0.8%,2023
Female,All Schools,worry_violenceboys,harrassment/violence against boys,Yes,550,8430,6.5%,5.7%,7.4%,0.8%,0.9%,2023
Female,All Schools,worry_violencegirls,harrassment/violence against girls,No,5805,8425,68.9%,67.3%,70.4%,1.6%,1.5%,2023
Female,All Schools,worry_violencegirls,harrassment/violence against girls,Yes,2620,8425,31.1%,29.6%,32.7%,1.5%,1.6%,2023
Female,All Schools,xanex_exp,Xanax,No,8420,8425,99.9%,99.8%,100.0%,0.2%,0.0%,2023
Female,All Schools,xanex_exp,Xanax,Yes,5,8425,0.1%,0.0%,0.2%,0.0%,0.2%,2023
Female,All Schools,xanex_offered,Xanax,No,8405,8425,99.8%,99.5%,99.9%,0.2%,0.1%,2023
Female,All Schools,xanex_offered,Xanax,Yes,20,8425,0.2%,0.1%,0.5%,0.1%,0.2%,2023
Male,All Schools,age,Age,10,30,7225,0.4%,0.2%,0.7%,0.2%,0.3%,2023
Male,All Schools,age,Age,11,1040,7225,14.4%,13.2%,15.7%,1.2%,1.3%,2023
Male,All Schools,age,Age,12,1560,7225,21.6%,20.1%,23.1%,1.5%,1.5%,2023
Male,All Schools,age,Age,13,1395,7225,19.3%,17.9%,20.8%,1.4%,1.5%,2023
Male,All Schools,age,Age,14,1110,7225,15.4%,14.1%,16.7%,1.3%,1.4%,2023
Male,All Schools,age,Age,15,940,7225,13.0%,11.8%,14.3%,1.2%,1.3%,2023
Male,All Schools,age,Age,16,660,7225,9.1%,8.1%,10.2%,1.0%,1.1%,2023
Male,All Schools,age,Age,17,385,7225,5.3%,4.6%,6.2%,0.8%,0.9%,2023
Male,All Schools,age,Age,18,100,7225,1.4%,1.0%,1.9%,0.4%,0.5%,2023
Male,All Schools,age,Age,19,5,7225,0.1%,0.0%,0.3%,0.1%,0.2%,2023
Male,All Schools,age,Age,20,0,7225,0.0%,0.0%,0.1%,0.0%,0.1%,2023
Male,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Daily or almost daily,30,1685,1.8%,1.0%,3.1%,0.8%,1.3%,2023
Male,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Less than monthly,435,1685,25.8%,22.7%,29.2%,3.2%,3.4%,2023
Male,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Monthly,240,1685,14.2%,11.8%,17.1%,2.4%,2.8%,2023
Male,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Never,910,1685,54.0%,50.2%,57.7%,3.8%,3.7%,2023
Male,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Weekly,70,1685,4.2%,2.9%,5.9%,1.3%,1.8%,2023
Male,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,2-3 times a week,120,7155,1.7%,1.3%,2.2%,0.4%,0.5%,2023
Male,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,2-4 times a month,525,7155,7.3%,6.4%,8.3%,0.9%,1.0%,2023
Male,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,4 or more times a week,60,7155,0.8%,0.6%,1.2%,0.3%,0.4%,2023
Male,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,Monthly or less,935,7155,13.1%,11.9%,14.3%,1.2%,1.3%,2023
Male,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,Never,5515,7155,77.1%,75.5%,78.6%,1.6%,1.5%,2023
Male,All Schools,alcohol_reduce,want to reduce or stop drinking,I'd like to reduce the amount I drink but not stop,345,1580,21.8%,18.8%,25.2%,3.0%,3.4%,2023
Male,All Schools,alcohol_reduce,want to reduce or stop drinking,"No, I want to keep drinking alcohol",990,1580,62.7%,58.8%,66.3%,3.8%,3.7%,2023
Male,All Schools,alcohol_reduce,want to reduce or stop drinking,"Yes, I'd like to stop drinking alcohol",245,1580,15.5%,12.9%,18.5%,2.6%,3.0%,2023
Male,All Schools,amphetamine_offered,amphetamines,No,7170,7230,99.2%,98.8%,99.4%,0.4%,0.3%,2023
Male,All Schools,amphetamine_offered,amphetamines,Yes,60,7230,0.8%,0.6%,1.2%,0.3%,0.4%,2023
Male,All Schools,amphetamines_exp,amphetamines,No,7205,7230,99.7%,99.4%,99.8%,0.3%,0.2%,2023
Male,All Schools,amphetamines_exp,amphetamines,Yes,25,7230,0.3%,0.2%,0.6%,0.2%,0.3%,2023
Male,All Schools,bullied,have ever been bullied or picked on,No,4820,7225,66.7%,65.0%,68.4%,1.7%,1.7%,2023
Male,All Schools,bullied,have ever been bullied or picked on,Yes,2405,7225,33.3%,31.6%,35.0%,1.7%,1.7%,2023
Male,All Schools,bullied_currently,are currently being bullied or picked on,No,1885,2430,77.6%,74.9%,80.1%,2.7%,2.5%,2023
Male,All Schools,bullied_currently,are currently being bullied or picked on,Prefer not to say,215,2430,8.8%,7.2%,10.8%,1.6%,1.9%,2023
Male,All Schools,bullied_currently,are currently being bullied or picked on,Yes,330,2430,13.6%,11.6%,15.9%,2.0%,2.3%,2023
Male,All Schools,bullied_internet,they have been bullied online,No,6895,7230,95.4%,94.5%,96.1%,0.8%,0.7%,2023
Male,All Schools,bullied_internet,they have been bullied online,Yes,335,7230,4.6%,3.9%,5.5%,0.7%,0.8%,2023
Male,All Schools,bullied_none,have no experiences with bullying,No,3350,7230,46.3%,44.5%,48.2%,1.8%,1.8%,2023
Male,All Schools,bullied_none,have no experiences with bullying,Yes,3880,7230,53.7%,51.8%,55.5%,1.8%,1.8%,2023
Male,All Schools,bullied_others,have ever bullied or picked on someone else,No,6615,7230,91.5%,90.4%,92.5%,1.1%,1.0%,2023
Male,All Schools,bullied_others,have ever bullied or picked on someone else,Yes,615,7230,8.5%,7.5%,9.6%,1.0%,1.1%,2023
Male,All Schools,bullied_outschool,they have been bullied somewhere other than school,No,6810,7230,94.2%,93.3%,95.0%,0.9%,0.8%,2023
Male,All Schools,bullied_outschool,they have been bullied somewhere other than school,Yes,420,7230,5.8%,5.0%,6.7%,0.8%,0.9%,2023
Male,All Schools,bullied_prefer_not_say,would prefer not to respond about their experiences with bullying,No,6705,7230,92.7%,91.7%,93.6%,1.0%,0.9%,2023
Male,All Schools,bullied_prefer_not_say,would prefer not to respond about their experiences with bullying,Yes,525,7230,7.3%,6.4%,8.3%,0.9%,1.0%,2023
Male,All Schools,bullied_school,they have been bullied at school,No,5065,7230,70.1%,68.4%,71.7%,1.7%,1.6%,2023
Male,All Schools,bullied_school,they have been bullied at school,Yes,2165,7230,29.9%,28.3%,31.6%,1.6%,1.7%,2023
Male,All Schools,buyalc_friend,from a friend or relative,No,6590,7225,91.2%,90.1%,92.2%,1.1%,1.0%,2023
Male,All Schools,buyalc_friend,from a friend or relative,Yes,635,7225,8.8%,7.8%,9.9%,1.0%,1.1%,2023
