year,breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb
2022,Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Most days/Every day,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,No,50,125,40.0%,27.6%,53.8%,12.4%,13.8%
2022,Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Once a week,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Once or twice,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Prefer not to say,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Most days/Every day,15,120,12.5%,5.9%,24.7%,6.6%,12.2%
2022,Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",No,85,120,70.8%,56.9%,81.7%,14.0%,10.9%
2022,Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Once a week,5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Once or twice,5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Prefer not to say,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,hopeful_future,feel hopeful about their future,Always,5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,hopeful_future,feel hopeful about their future,Never,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,hopeful_future,feel hopeful about their future,Often,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,hopeful_future,feel hopeful about their future,Sometimes,70,120,58.3%,44.3%,71.1%,14.0%,12.8%
2022,Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 1 - Most Deprived,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 2,20,125,16.0%,8.4%,28.5%,7.6%,12.5%
2022,Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 3,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 4,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,imd_quintile,for their resident postcode,Quintile 5 - Least Deprived,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,imd_quintile,for their resident postcode,unknown,45,125,36.0%,24.2%,49.8%,11.8%,13.8%
2022,Transgender,All Schools,internet_info_provided,have been provided with online safety info,No,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,internet_info_provided,have been provided with online safety info,Yes,95,120,79.2%,65.8%,88.3%,13.4%,9.1%
2022,Transgender,All Schools,internet_met,have ever met someone in real life whom they first met online,No,70,120,58.3%,44.3%,71.1%,14.0%,12.8%
2022,Transgender,All Schools,internet_met,have ever met someone in real life whom they first met online,Yes,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,internet_personalinfo,have ever shared personal information with someone they have not met in real life,No,65,115,56.5%,42.3%,69.8%,14.2%,13.2%
2022,Transgender,All Schools,internet_personalinfo,have ever shared personal information with someone they have not met in real life,Yes,50,115,43.5%,30.2%,57.7%,13.2%,14.2%
2022,Transgender,All Schools,internet_pictures_pressure,have ever felt pressured to send pictures of themselves to someone,No,85,115,73.9%,59.8%,84.4%,14.1%,10.5%
2022,Transgender,All Schools,internet_pictures_pressure,have ever felt pressured to send pictures of themselves to someone,Yes,30,115,26.1%,15.6%,40.2%,10.5%,14.1%
2022,Transgender,All Schools,internet_pictures_upset,have ever seen a picture or post that scared them,No,55,120,45.8%,32.6%,59.7%,13.2%,13.8%
2022,Transgender,All Schools,internet_pictures_upset,have ever seen a picture or post that scared them,Yes,65,120,54.2%,40.3%,67.4%,13.8%,13.2%
2022,Transgender,All Schools,ketamine_exp,ketamine,No,10,30,33.3%,13.8%,60.9%,19.5%,27.5%
2022,Transgender,All Schools,ketamine_exp,ketamine,Yes,20,30,66.7%,39.1%,86.2%,27.5%,19.5%
2022,Transgender,All Schools,ketamine_offered,ketamine,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,khat_exp,khat,No,10,25,40.0%,16.9%,68.7%,23.1%,28.7%
2022,Transgender,All Schools,khat_exp,khat,Yes,15,25,60.0%,31.3%,83.1%,28.7%,23.1%
2022,Transgender,All Schools,khat_offered,khat,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,high,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,low,80,120,66.7%,52.6%,78.3%,14.1%,11.6%
2022,Transgender,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,medium,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,very high,5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,high,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,low,85,125,68.0%,54.2%,79.2%,13.8%,11.2%
2022,Transgender,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,medium,20,125,16.0%,8.4%,28.5%,7.6%,12.5%
2022,Transgender,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,very high,5,125,4.0%,1.1%,13.4%,2.9%,9.4%
2022,Transgender,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,high,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,low,80,120,66.7%,52.6%,78.3%,14.1%,11.6%
2022,Transgender,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,medium,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,very high,5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,mental_121,1-2-1 sessions,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,mental_accessed,have ever accessed mental health services before,No,55,115,47.8%,34.2%,61.8%,13.7%,14.0%
2022,Transgender,All Schools,mental_accessed,have ever accessed mental health services before,Not sure,10,115,8.7%,3.4%,20.3%,5.3%,11.6%
2022,Transgender,All Schools,mental_accessed,have ever accessed mental health services before,Prefer not to say,10,115,8.7%,3.4%,20.3%,5.3%,11.6%
2022,Transgender,All Schools,mental_accessed,have ever accessed mental health services before,Yes,40,115,34.8%,22.7%,49.2%,12.1%,14.4%
2022,Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,A little,10,35,28.6%,11.8%,54.6%,16.8%,26.0%
2022,Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Neither helpful nor unhelpful,5,35,14.3%,4.0%,39.9%,10.3%,25.6%
2022,Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Not helpful,5,35,14.3%,4.0%,39.9%,10.3%,25.6%
2022,Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Not very helpful,10,35,28.6%,11.8%,54.6%,16.8%,26.0%
2022,Transgender,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Very,5,35,14.3%,4.0%,39.9%,10.3%,25.6%
2022,Transgender,All Schools,mental_activesupport,activity-based support (e.g. drama therapy),No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,mental_charity,charities,No,115,120,95.8%,86.1%,98.8%,9.8%,3.0%
2022,Transgender,All Schools,mental_charity,charities,Yes,5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,mental_clinic,a mental health clinic,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%
2022,Transgender,All Schools,mental_clinic,a mental health clinic,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,mental_doctor,a doctor,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%
2022,Transgender,All Schools,mental_doctor,a doctor,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,mental_groupwork,Group work,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",No,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",Not sure,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",Yes,60,120,50.0%,36.4%,63.6%,13.6%,13.6%
2022,Transgender,All Schools,mental_internet,online,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,mental_none,other,No,75,120,62.5%,48.4%,74.8%,14.1%,12.3%
2022,Transgender,All Schools,mental_none,other,Yes,45,120,37.5%,25.2%,51.6%,12.3%,14.1%
2022,Transgender,All Schools,mental_nurse,a school nurse,No,120,125,96.0%,86.6%,98.9%,9.4%,2.9%
2022,Transgender,All Schools,mental_nurse,a school nurse,Yes,5,125,4.0%,1.1%,13.4%,2.9%,9.4%
2022,Transgender,All Schools,mental_parents,parents/carers,No,85,120,70.8%,56.9%,81.7%,14.0%,10.9%
2022,Transgender,All Schools,mental_parents,parents/carers,Yes,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,mental_school,the school,No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%
2022,Transgender,All Schools,mental_school,the school,Yes,30,125,24.0%,14.3%,37.4%,9.7%,13.4%
2022,Transgender,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",No,40,120,33.3%,21.7%,47.4%,11.6%,14.1%
2022,Transgender,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",Not sure,30,120,25.0%,14.9%,38.7%,10.1%,13.7%
2022,Transgender,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",Yes,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,mental_type_121,1-2-1s (in person),No,75,125,60.0%,46.2%,72.4%,13.8%,12.4%
2022,Transgender,All Schools,mental_type_121,1-2-1s (in person),Yes,50,125,40.0%,27.6%,53.8%,12.4%,13.8%
2022,Transgender,All Schools,mental_type_group,groupwork,No,85,125,68.0%,54.2%,79.2%,13.8%,11.2%
2022,Transgender,All Schools,mental_type_group,groupwork,Yes,40,125,32.0%,20.8%,45.8%,11.2%,13.8%
2022,Transgender,All Schools,mental_type_online,online support,No,85,120,70.8%,56.9%,81.7%,14.0%,10.9%
2022,Transgender,All Schools,mental_type_online,online support,Yes,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,mental_type_other,other types of support,No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%
2022,Transgender,All Schools,mental_type_other,other types of support,Yes,30,125,24.0%,14.3%,37.4%,9.7%,13.4%
2022,Transgender,All Schools,mental_type_phone,phone counselling,No,110,120,91.7%,80.5%,96.7%,11.2%,5.0%
2022,Transgender,All Schools,mental_type_phone,phone counselling,Yes,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,mental_youthservice,the Youth Service,No,100,120,83.3%,70.5%,91.3%,12.9%,8.0%
2022,Transgender,All Schools,mental_youthservice,the Youth Service,Yes,20,120,16.7%,8.7%,29.5%,8.0%,12.9%
2022,Transgender,All Schools,mephedrone_exp,mephedrone,No,10,25,40.0%,16.9%,68.7%,23.1%,28.7%
2022,Transgender,All Schools,mephedrone_exp,mephedrone,Yes,15,25,60.0%,31.3%,83.1%,28.7%,23.1%
2022,Transgender,All Schools,mephedrone_offered,mephedrone,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,nitrous_oxide_exp,nitrous oxide,No,10,30,33.3%,13.8%,60.9%,19.5%,27.5%
2022,Transgender,All Schools,nitrous_oxide_exp,nitrous oxide,Yes,20,30,66.7%,39.1%,86.2%,27.5%,19.5%
2022,Transgender,All Schools,nitrous_oxide_offered,nitrous oxide,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,nps_exp,novel psychoactive substances,No,10,25,40.0%,16.9%,68.7%,23.1%,28.7%
2022,Transgender,All Schools,nps_exp,novel psychoactive substances,Yes,15,25,60.0%,31.3%,83.1%,28.7%,23.1%
2022,Transgender,All Schools,nps_offered,novel psychoactive substances,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,pa_30,how many days in the past week had they done 30-59 minutes of physical activity,1 to 3,45,120,37.5%,25.2%,51.6%,12.3%,14.1%
2022,Transgender,All Schools,pa_30,how many days in the past week had they done 30-59 minutes of physical activity,4 to 5,15,120,12.5%,5.9%,24.7%,6.6%,12.2%
2022,Transgender,All Schools,pa_30,how many days in the past week had they done 30-59 minutes of physical activity,6 to 7,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,pa_30,how many days in the past week had they done 30-59 minutes of physical activity,none,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,1 to 3,35,125,28.0%,17.5%,41.6%,10.5%,13.6%
2022,Transgender,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,4 to 5,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,6 to 7,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,none,65,125,52.0%,38.5%,65.2%,13.5%,13.2%
2022,Transgender,All Schools,pa_fri,Friday,0-29 minutes,45,110,40.9%,27.7%,55.6%,13.2%,14.6%
2022,Transgender,All Schools,pa_fri,Friday,30-59 minutes,35,110,31.8%,20.0%,46.5%,11.8%,14.7%
2022,Transgender,All Schools,pa_fri,Friday,60 or more minutes,30,110,27.3%,16.4%,41.8%,10.9%,14.5%
2022,Transgender,All Schools,pa_mon,Monday,0-29 minutes,55,120,45.8%,32.6%,59.7%,13.2%,13.8%
2022,Transgender,All Schools,pa_mon,Monday,30-59 minutes,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,pa_mon,Monday,60 or more minutes,30,120,25.0%,14.9%,38.7%,10.1%,13.7%
2022,Transgender,All Schools,pa_sat,Saturday,0-29 minutes,60,110,54.5%,40.1%,68.3%,14.4%,13.7%
2022,Transgender,All Schools,pa_sat,Saturday,30-59 minutes,20,110,18.2%,9.5%,31.9%,8.7%,13.7%
2022,Transgender,All Schools,pa_sat,Saturday,60 or more minutes,30,110,27.3%,16.4%,41.8%,10.9%,14.5%
2022,Transgender,All Schools,pa_sun,Sunday,0-29 minutes,70,115,60.9%,46.5%,73.6%,14.4%,12.7%
2022,Transgender,All Schools,pa_sun,Sunday,30-59 minutes,30,115,26.1%,15.6%,40.2%,10.5%,14.1%
2022,Transgender,All Schools,pa_sun,Sunday,60 or more minutes,15,115,13.0%,6.1%,25.6%,6.9%,12.6%
2022,Transgender,All Schools,pa_thurs,Thursday,0-29 minutes,50,115,43.5%,30.2%,57.7%,13.2%,14.2%
2022,Transgender,All Schools,pa_thurs,Thursday,30-59 minutes,35,115,30.4%,19.1%,44.8%,11.3%,14.3%
2022,Transgender,All Schools,pa_thurs,Thursday,60 or more minutes,30,115,26.1%,15.6%,40.2%,10.5%,14.1%
2022,Transgender,All Schools,pa_tues,Tuesday,0-29 minutes,55,115,47.8%,34.2%,61.8%,13.7%,14.0%
2022,Transgender,All Schools,pa_tues,Tuesday,30-59 minutes,30,115,26.1%,15.6%,40.2%,10.5%,14.1%
2022,Transgender,All Schools,pa_tues,Tuesday,60 or more minutes,30,115,26.1%,15.6%,40.2%,10.5%,14.1%
2022,Transgender,All Schools,pa_wed,Wednesday,0-29 minutes,55,110,50.0%,35.9%,64.1%,14.1%,14.1%
2022,Transgender,All Schools,pa_wed,Wednesday,30-59 minutes,30,110,27.3%,16.4%,41.8%,10.9%,14.5%
2022,Transgender,All Schools,pa_wed,Wednesday,60 or more minutes,25,110,22.7%,12.9%,36.9%,9.9%,14.2%
2022,Transgender,All Schools,poppers_exp,poppers,No,10,25,40.0%,16.9%,68.7%,23.1%,28.7%
2022,Transgender,All Schools,poppers_exp,poppers,Yes,15,25,60.0%,31.3%,83.1%,28.7%,23.1%
2022,Transgender,All Schools,poppers_offered,poppers,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,portions,portions of fruits or vegetables,0,35,125,28.0%,17.5%,41.6%,10.5%,13.6%
2022,Transgender,All Schools,portions,portions of fruits or vegetables,1,20,125,16.0%,8.4%,28.5%,7.6%,12.5%
2022,Transgender,All Schools,portions,portions of fruits or vegetables,2,30,125,24.0%,14.3%,37.4%,9.7%,13.4%
2022,Transgender,All Schools,portions,portions of fruits or vegetables,3,20,125,16.0%,8.4%,28.5%,7.6%,12.5%
2022,Transgender,All Schools,portions,portions of fruits or vegetables,4,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,portions,portions of fruits or vegetables,5,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,prospects_education,plan to continue in education,Maybe,35,110,31.8%,20.0%,46.5%,11.8%,14.7%
2022,Transgender,All Schools,prospects_education,plan to continue in education,No,15,110,13.6%,6.4%,26.7%,7.2%,13.0%
2022,Transgender,All Schools,prospects_education,plan to continue in education,Yes,60,110,54.5%,40.1%,68.3%,14.4%,13.7%
2022,Transgender,All Schools,prospects_family,plan to start a family,Maybe,30,110,27.3%,16.4%,41.8%,10.9%,14.5%
2022,Transgender,All Schools,prospects_family,plan to start a family,No,55,110,50.0%,35.9%,64.1%,14.1%,14.1%
2022,Transgender,All Schools,prospects_family,plan to start a family,Yes,25,110,22.7%,12.9%,36.9%,9.9%,14.2%
2022,Transgender,All Schools,prospects_info_apprenticeships,apprenticeships,No,90,125,72.0%,58.4%,82.5%,13.6%,10.5%
2022,Transgender,All Schools,prospects_info_apprenticeships,apprenticeships,Yes,35,125,28.0%,17.5%,41.6%,10.5%,13.6%
2022,Transgender,All Schools,prospects_info_college,college/6th form,No,75,120,62.5%,48.4%,74.8%,14.1%,12.3%
2022,Transgender,All Schools,prospects_info_college,college/6th form,Yes,45,120,37.5%,25.2%,51.6%,12.3%,14.1%
2022,Transgender,All Schools,prospects_info_gap,gap years,No,80,120,66.7%,52.6%,78.3%,14.1%,11.6%
2022,Transgender,All Schools,prospects_info_gap,gap years,Yes,40,120,33.3%,21.7%,47.4%,11.6%,14.1%
2022,Transgender,All Schools,prospects_info_jobs,jobs,No,70,120,58.3%,44.3%,71.1%,14.0%,12.8%
2022,Transgender,All Schools,prospects_info_jobs,jobs,Yes,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,prospects_info_other,other options,No,90,125,72.0%,58.4%,82.5%,13.6%,10.5%
2022,Transgender,All Schools,prospects_info_other,other options,Yes,35,125,28.0%,17.5%,41.6%,10.5%,13.6%
2022,Transgender,All Schools,prospects_info_trainee,traineeships,No,100,120,83.3%,70.5%,91.3%,12.9%,8.0%
2022,Transgender,All Schools,prospects_info_trainee,traineeships,Yes,20,120,16.7%,8.7%,29.5%,8.0%,12.9%
2022,Transgender,All Schools,prospects_info_uni,university,No,55,120,45.8%,32.6%,59.7%,13.2%,13.8%
2022,Transgender,All Schools,prospects_info_uni,university,Yes,65,120,54.2%,40.3%,67.4%,13.8%,13.2%
2022,Transgender,All Schools,prospects_job,plan to get a job,Maybe,40,110,36.4%,23.8%,51.1%,12.6%,14.7%
2022,Transgender,All Schools,prospects_job,plan to get a job,No,15,110,13.6%,6.4%,26.7%,7.2%,13.0%
2022,Transgender,All Schools,prospects_job,plan to get a job,Yes,55,110,50.0%,35.9%,64.1%,14.1%,14.1%
2022,Transgender,All Schools,prospects_notsure,aren't sure what they want to do,Maybe,20,105,19.0%,10.0%,33.3%,9.0%,14.2%
2022,Transgender,All Schools,prospects_notsure,aren't sure what they want to do,No,40,105,38.1%,25.0%,53.1%,13.1%,15.0%
2022,Transgender,All Schools,prospects_notsure,aren't sure what they want to do,Yes,45,105,42.9%,29.2%,57.8%,13.7%,14.9%
2022,Transgender,All Schools,prospects_other,have other plans,Maybe,35,105,33.3%,21.0%,48.4%,12.3%,15.1%
2022,Transgender,All Schools,prospects_other,have other plans,No,45,105,42.9%,29.2%,57.8%,13.7%,14.9%
2022,Transgender,All Schools,prospects_other,have other plans,Yes,25,105,23.8%,13.5%,38.5%,10.3%,14.7%
2022,Transgender,All Schools,prospects_support_friends,friends,No,75,120,62.5%,48.4%,74.8%,14.1%,12.3%
2022,Transgender,All Schools,prospects_support_friends,friends,Yes,45,120,37.5%,25.2%,51.6%,12.3%,14.1%
2022,Transgender,All Schools,prospects_support_idk,don't know where to get support,No,85,125,68.0%,54.2%,79.2%,13.8%,11.2%
2022,Transgender,All Schools,prospects_support_idk,don't know where to get support,Yes,40,125,32.0%,20.8%,45.8%,11.2%,13.8%
2022,Transgender,All Schools,prospects_support_jobcentre,Job Centre Plus,No,115,120,95.8%,86.1%,98.8%,9.8%,3.0%
2022,Transgender,All Schools,prospects_support_jobcentre,Job Centre Plus,Yes,5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,prospects_support_online,online,No,85,120,70.8%,56.9%,81.7%,14.0%,10.9%
2022,Transgender,All Schools,prospects_support_online,online,Yes,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,prospects_support_parents,parent/carer,No,65,120,54.2%,40.3%,67.4%,13.8%,13.2%
2022,Transgender,All Schools,prospects_support_parents,parent/carer,Yes,55,120,45.8%,32.6%,59.7%,13.2%,13.8%
2022,Transgender,All Schools,prospects_support_school,school/teacher,No,85,125,68.0%,54.2%,79.2%,13.8%,11.2%
2022,Transgender,All Schools,prospects_support_school,school/teacher,Yes,40,125,32.0%,20.8%,45.8%,11.2%,13.8%
2022,Transgender,All Schools,prospects_support_syp,Services for Young People,No,105,120,87.5%,75.3%,94.1%,12.2%,6.6%
2022,Transgender,All Schools,prospects_support_syp,Services for Young People,Yes,15,120,12.5%,5.9%,24.7%,6.6%,12.2%
2022,Transgender,All Schools,prospects_training,plan to training for a skilled job,Maybe,45,110,40.9%,27.7%,55.6%,13.2%,14.6%
2022,Transgender,All Schools,prospects_training,plan to training for a skilled job,No,35,110,31.8%,20.0%,46.5%,11.8%,14.7%
2022,Transgender,All Schools,prospects_training,plan to training for a skilled job,Yes,30,110,27.3%,16.4%,41.8%,10.9%,14.5%
2022,Transgender,All Schools,religion,religion,Any other religion,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,religion,religion,Buddhist,5,125,4.0%,1.1%,13.4%,2.9%,9.4%
2022,Transgender,All Schools,religion,religion,Christian,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,religion,religion,Jewish,5,125,4.0%,1.1%,13.4%,2.9%,9.4%
2022,Transgender,All Schools,religion,religion,Muslim,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,religion,religion,No religion,75,125,60.0%,46.2%,72.4%,13.8%,12.4%
2022,Transgender,All Schools,religion,religion,Prefer not to say,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,religion,religion,Sikh,0,125,0.0%,0.0%,7.1%,0.0%,7.1%
2022,Transgender,All Schools,safety_dark,going out after dark,Neither safe or unsafe,40,120,33.3%,21.7%,47.4%,11.6%,14.1%
2022,Transgender,All Schools,safety_dark,going out after dark,Safe,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,safety_dark,going out after dark,Unsafe,55,120,45.8%,32.6%,59.7%,13.2%,13.8%
2022,Transgender,All Schools,safety_day,going out during the day,Neither safe or unsafe,45,120,37.5%,25.2%,51.6%,12.3%,14.1%
2022,Transgender,All Schools,safety_day,going out during the day,Safe,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,safety_day,going out during the day,Unsafe,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,safety_journey,going to and from school,Neither safe or unsafe,40,115,34.8%,22.7%,49.2%,12.1%,14.4%
2022,Transgender,All Schools,safety_journey,going to and from school,Safe,50,115,43.5%,30.2%,57.7%,13.2%,14.2%
2022,Transgender,All Schools,safety_journey,going to and from school,Unsafe,25,115,21.7%,12.3%,35.5%,9.5%,13.8%
2022,Transgender,All Schools,safety_school,at school,Neither safe or unsafe,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,safety_school,at school,Safe,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,safety_school,at school,Unsafe,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,school_supported,felt supported by their school and that they were offered help when having difficulties,No,40,65,61.5%,42.6%,77.5%,19.0%,16.0%
2022,Transgender,All Schools,school_supported,felt supported by their school and that they were offered help when having difficulties,Not sure,10,65,15.4%,6.2%,33.5%,9.2%,18.1%
2022,Transgender,All Schools,school_supported,felt supported by their school and that they were offered help when having difficulties,Prefer not to say,0,65,0.0%,0.0%,12.8%,0.0%,12.8%
2022,Transgender,All Schools,school_supported,felt supported by their school and that they were offered help when having difficulties,Yes,15,65,23.1%,11.1%,42.0%,12.0%,18.9%
2022,Transgender,All Schools,schoolsupp_academic,they find their school is supportive of their learning and education,No,30,120,25.0%,14.9%,38.7%,10.1%,13.7%
2022,Transgender,All Schools,schoolsupp_academic,they find their school is supportive of their learning and education,Not sure,0,120,0.0%,0.0%,7.4%,0.0%,7.4%
2022,Transgender,All Schools,schoolsupp_academic,they find their school is supportive of their learning and education,Somewhat,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,schoolsupp_academic,they find their school is supportive of their learning and education,Yes,55,120,45.8%,32.6%,59.7%,13.2%,13.8%
2022,Transgender,All Schools,schoolsupp_wellbeing,they find their school is supportive of their emotional health and wellbeing,No,55,125,44.0%,31.2%,57.7%,12.8%,13.7%
2022,Transgender,All Schools,schoolsupp_wellbeing,they find their school is supportive of their emotional health and wellbeing,Not sure,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
