year,breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb
2022,Other sex,All Schools,brushteeth,how many times they brushed their teeth yesterday,0,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,brushteeth,how many times they brushed their teeth yesterday,1,30,95,31.6%,19.1%,47.4%,12.5%,15.8%
2022,Other sex,All Schools,brushteeth,how many times they brushed their teeth yesterday,2 or more,55,95,57.9%,42.2%,72.1%,15.7%,14.2%
2022,Other sex,All Schools,bullied,have ever been bullied or picked on,No,25,95,26.3%,15.0%,42.0%,11.3%,15.6%
2022,Other sex,All Schools,bullied,have ever been bullied or picked on,Yes,70,95,73.7%,58.0%,85.0%,15.6%,11.3%
2022,Other sex,All Schools,bullied_currently,are currently being bullied or picked on,No,40,65,61.5%,42.6%,77.5%,19.0%,16.0%
2022,Other sex,All Schools,bullied_currently,are currently being bullied or picked on,Prefer not to say,10,65,15.4%,6.2%,33.5%,9.2%,18.1%
2022,Other sex,All Schools,bullied_currently,are currently being bullied or picked on,Yes,15,65,23.1%,11.1%,42.0%,12.0%,18.9%
2022,Other sex,All Schools,bullied_internet,they have been bullied online,No,45,70,64.3%,45.9%,79.3%,18.4%,15.0%
2022,Other sex,All Schools,bullied_internet,they have been bullied online,Yes,25,70,35.7%,20.7%,54.1%,15.0%,18.4%
2022,Other sex,All Schools,bullied_none,have no experiences with bullying,No,80,95,84.2%,69.6%,92.5%,14.6%,8.3%
2022,Other sex,All Schools,bullied_none,have no experiences with bullying,Yes,15,95,15.8%,7.5%,30.4%,8.3%,14.6%
2022,Other sex,All Schools,bullied_others,have ever bullied or picked on someone else,No,80,95,84.2%,69.6%,92.5%,14.6%,8.3%
2022,Other sex,All Schools,bullied_others,have ever bullied or picked on someone else,Yes,15,95,15.8%,7.5%,30.4%,8.3%,14.6%
2022,Other sex,All Schools,bullied_outschool,they have been bullied somewhere other than school,No,45,70,64.3%,45.9%,79.3%,18.4%,15.0%
2022,Other sex,All Schools,bullied_outschool,they have been bullied somewhere other than school,Yes,25,70,35.7%,20.7%,54.1%,15.0%,18.4%
2022,Other sex,All Schools,bullied_prefer_not_say,would prefer not to respond about their experiences with bullying,No,85,95,89.5%,75.9%,95.8%,13.6%,6.3%
2022,Other sex,All Schools,bullied_prefer_not_say,would prefer not to respond about their experiences with bullying,Yes,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,bullied_school,they have been bullied at school,No,5,70,7.1%,2.0%,22.6%,5.2%,15.4%
2022,Other sex,All Schools,bullied_school,they have been bullied at school,Yes,65,70,92.9%,77.4%,98.0%,15.4%,5.2%
2022,Other sex,All Schools,buyalc_friend,from a friend or relative,No,10,20,50.0%,21.6%,78.4%,28.4%,28.4%
2022,Other sex,All Schools,buyalc_friend,from a friend or relative,Yes,10,20,50.0%,21.6%,78.4%,28.4%,28.4%
2022,Other sex,All Schools,buyalc_home,from home,No,15,25,60.0%,31.3%,83.1%,28.7%,23.1%
2022,Other sex,All Schools,buyalc_home,from home,Yes,10,25,40.0%,16.9%,68.7%,23.1%,28.7%
2022,Other sex,All Schools,buyalc_internet,from the internet,No,20,25,80.0%,49.1%,94.3%,30.9%,14.3%
2022,Other sex,All Schools,buyalc_internet,from the internet,Yes,5,25,20.0%,5.7%,50.9%,14.3%,30.9%
2022,Other sex,All Schools,buyalc_pubbar,from a pub/bar,No,20,20,100.0%,67.7%,100.0%,32.3%,0.0%
2022,Other sex,All Schools,buyalc_pubbar,from a pub/bar,Yes,0,20,0.0%,0.0%,32.3%,0.0%,32.3%
2022,Other sex,All Schools,buyalc_smallshop,from a small shop/off-licence,No,20,25,80.0%,49.1%,94.3%,30.9%,14.3%
2022,Other sex,All Schools,buyalc_smallshop,from a small shop/off-licence,Yes,5,25,20.0%,5.7%,50.9%,14.3%,30.9%
2022,Other sex,All Schools,buyalc_supermarket,from a supermarket,No,20,25,80.0%,49.1%,94.3%,30.9%,14.3%
2022,Other sex,All Schools,buyalc_supermarket,from a supermarket,Yes,5,25,20.0%,5.7%,50.9%,14.3%,30.9%
2022,Other sex,All Schools,buycig_friend,from a friend or relative,No,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buycig_friend,from a friend or relative,Yes,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buycig_internet,from the internet,No,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buycig_internet,from the internet,Yes,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buycig_pubbar,from a pub/bar,No,10,10,100.0%,51.2%,100.0%,48.8%,0.0%
2022,Other sex,All Schools,buycig_pubbar,from a pub/bar,Yes,0,10,0.0%,0.0%,48.8%,0.0%,48.8%
2022,Other sex,All Schools,buycig_smallshop,from a small shop/off-licence,No,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buycig_smallshop,from a small shop/off-licence,Yes,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buycig_supermarker,from a supermarket,No,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buycig_supermarker,from a supermarket,Yes,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buydrug_bar,pubs/bars/clubs,No,10,10,100.0%,51.2%,100.0%,48.8%,0.0%
2022,Other sex,All Schools,buydrug_bar,pubs/bars/clubs,Yes,0,10,0.0%,0.0%,48.8%,0.0%,48.8%
2022,Other sex,All Schools,buydrug_friend,friend or relative,No,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buydrug_friend,friend or relative,Yes,5,10,50.0%,15.1%,84.9%,34.9%,34.9%
2022,Other sex,All Schools,buydrug_internet,the internet,No,10,10,100.0%,51.2%,100.0%,48.8%,0.0%
2022,Other sex,All Schools,buydrug_internet,the internet,Yes,0,10,0.0%,0.0%,48.8%,0.0%,48.8%
2022,Other sex,All Schools,buydrug_other,other sources,No,10,15,66.7%,30.1%,90.3%,36.6%,23.6%
2022,Other sex,All Schools,buydrug_other,other sources,Yes,5,15,33.3%,9.7%,69.9%,23.6%,36.6%
2022,Other sex,All Schools,buydrug_school,school,No,10,15,66.7%,30.1%,90.3%,36.6%,23.6%
2022,Other sex,All Schools,buydrug_school,school,Yes,5,15,33.3%,9.7%,69.9%,23.6%,36.6%
2022,Other sex,All Schools,buydrug_streets,on the street,No,10,15,66.7%,30.1%,90.3%,36.6%,23.6%
2022,Other sex,All Schools,buydrug_streets,on the street,Yes,5,15,33.3%,9.7%,69.9%,23.6%,36.6%
2022,Other sex,All Schools,cannabis_exp,cannabis,No,5,15,33.3%,9.7%,69.9%,23.6%,36.6%
2022,Other sex,All Schools,cannabis_exp,cannabis,Yes,10,15,66.7%,30.1%,90.3%,36.6%,23.6%
2022,Other sex,All Schools,cannabis_offered,cannabis,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,caring,"help to look after a family member with a serious, mental or physical, illness or disability",No,60,95,63.2%,47.3%,76.6%,15.8%,13.4%
2022,Other sex,All Schools,caring,"help to look after a family member with a serious, mental or physical, illness or disability",Prefer not to say,15,95,15.8%,7.5%,30.4%,8.3%,14.6%
2022,Other sex,All Schools,caring,"help to look after a family member with a serious, mental or physical, illness or disability",Yes,20,95,21.1%,11.1%,36.3%,10.0%,15.2%
2022,Other sex,All Schools,carry_protection,carry weapons for protection when going out,Always,5,90,5.6%,1.5%,18.1%,4.0%,12.5%
2022,Other sex,All Schools,carry_protection,carry weapons for protection when going out,Never,70,90,77.8%,62.0%,88.3%,15.8%,10.5%
2022,Other sex,All Schools,carry_protection,carry weapons for protection when going out,Prefer not to say,5,90,5.6%,1.5%,18.1%,4.0%,12.5%
2022,Other sex,All Schools,carry_protection,carry weapons for protection when going out,Sometimes,10,90,11.1%,4.4%,25.3%,6.7%,14.2%
2022,Other sex,All Schools,carry_protection,carry weapons for protection when going out,Usually,0,90,0.0%,0.0%,9.6%,0.0%,9.6%
2022,Other sex,All Schools,carry_protection_other,know anyone who carries a weapons for protection when going out,Don't know,25,90,27.8%,15.9%,43.9%,11.9%,16.2%
2022,Other sex,All Schools,carry_protection_other,know anyone who carries a weapons for protection when going out,No,40,90,44.4%,29.6%,60.4%,14.9%,15.9%
2022,Other sex,All Schools,carry_protection_other,know anyone who carries a weapons for protection when going out,Prefer not to say,5,90,5.6%,1.5%,18.1%,4.0%,12.5%
2022,Other sex,All Schools,carry_protection_other,know anyone who carries a weapons for protection when going out,Yes,20,90,22.2%,11.7%,38.0%,10.5%,15.8%
2022,Other sex,All Schools,cla,child looked after (lived with foster carers/care home),No,80,90,88.9%,74.7%,95.6%,14.2%,6.7%
2022,Other sex,All Schools,cla,child looked after (lived with foster carers/care home),Prefer not to say,5,90,5.6%,1.5%,18.1%,4.0%,12.5%
2022,Other sex,All Schools,cla,child looked after (lived with foster carers/care home),Yes,5,90,5.6%,1.5%,18.1%,4.0%,12.5%
2022,Other sex,All Schools,clubs_arts,an arts and crafts group,Currently attending,10,80,12.5%,5.0%,28.0%,7.5%,15.5%
2022,Other sex,All Schools,clubs_arts,an arts and crafts group,Don't want to attend,45,80,56.2%,39.4%,71.8%,16.9%,15.5%
2022,Other sex,All Schools,clubs_arts,an arts and crafts group,Would like to attend,25,80,31.2%,18.0%,48.5%,13.3%,17.3%
2022,Other sex,All Schools,clubs_doe,Duke of Edinburgh,Currently attending,10,80,12.5%,5.0%,28.0%,7.5%,15.5%
2022,Other sex,All Schools,clubs_doe,Duke of Edinburgh,Don't want to attend,50,80,62.5%,45.3%,77.0%,17.2%,14.5%
2022,Other sex,All Schools,clubs_doe,Duke of Edinburgh,Would like to attend,20,80,25.0%,13.3%,42.1%,11.7%,17.1%
2022,Other sex,All Schools,clubs_music,a music club/group,Currently attending,20,85,23.5%,12.5%,39.9%,11.1%,16.4%
2022,Other sex,All Schools,clubs_music,a music club/group,Don't want to attend,50,85,58.8%,42.3%,73.6%,16.6%,14.8%
2022,Other sex,All Schools,clubs_music,a music club/group,Would like to attend,15,85,17.6%,8.4%,33.5%,9.3%,15.8%
2022,Other sex,All Schools,clubs_other,other group,Currently attending,20,75,26.7%,14.2%,44.4%,12.5%,17.7%
2022,Other sex,All Schools,clubs_other,other group,Don't want to attend,45,75,60.0%,42.4%,75.4%,17.6%,15.4%
2022,Other sex,All Schools,clubs_other,other group,Would like to attend,10,75,13.3%,5.3%,29.6%,8.0%,16.3%
2022,Other sex,All Schools,clubs_perform,a drama/performing arts/dance group,Currently attending,20,80,25.0%,13.3%,42.1%,11.7%,17.1%
2022,Other sex,All Schools,clubs_perform,a drama/performing arts/dance group,Don't want to attend,45,80,56.2%,39.4%,71.8%,16.9%,15.5%
2022,Other sex,All Schools,clubs_perform,a drama/performing arts/dance group,Would like to attend,15,80,18.8%,8.9%,35.3%,9.8%,16.5%
2022,Other sex,All Schools,clubs_religion,a religious group,Currently attending,0,80,0.0%,0.0%,10.7%,0.0%,10.7%
2022,Other sex,All Schools,clubs_religion,a religious group,Don't want to attend,80,80,100.0%,89.3%,100.0%,10.7%,0.0%
2022,Other sex,All Schools,clubs_religion,a religious group,Would like to attend,0,80,0.0%,0.0%,10.7%,0.0%,10.7%
2022,Other sex,All Schools,clubs_schoolclub,a club/group at school,Currently attending,40,80,50.0%,33.7%,66.3%,16.3%,16.3%
2022,Other sex,All Schools,clubs_schoolclub,a club/group at school,Don't want to attend,35,80,43.8%,28.2%,60.6%,15.5%,16.9%
2022,Other sex,All Schools,clubs_schoolclub,a club/group at school,Would like to attend,5,80,6.2%,1.7%,20.1%,4.5%,13.8%
2022,Other sex,All Schools,clubs_sports,a sports group,Currently attending,25,85,29.4%,16.9%,46.1%,12.5%,16.7%
2022,Other sex,All Schools,clubs_sports,a sports group,Don't want to attend,50,85,58.8%,42.3%,73.6%,16.6%,14.8%
2022,Other sex,All Schools,clubs_sports,a sports group,Would like to attend,10,85,11.8%,4.7%,26.6%,7.1%,14.8%
2022,Other sex,All Schools,clubs_syp,Services for Young People,Currently attending,5,80,6.2%,1.7%,20.1%,4.5%,13.8%
2022,Other sex,All Schools,clubs_syp,Services for Young People,Don't want to attend,60,80,75.0%,57.9%,86.7%,17.1%,11.7%
2022,Other sex,All Schools,clubs_syp,Services for Young People,Would like to attend,15,80,18.8%,8.9%,35.3%,9.8%,16.5%
2022,Other sex,All Schools,clubs_uniformed,uniformed group,Currently attending,20,80,25.0%,13.3%,42.1%,11.7%,17.1%
2022,Other sex,All Schools,clubs_uniformed,uniformed group,Don't want to attend,55,80,68.8%,51.5%,82.0%,17.3%,13.3%
2022,Other sex,All Schools,clubs_uniformed,uniformed group,Would like to attend,5,80,6.2%,1.7%,20.1%,4.5%,13.8%
2022,Other sex,All Schools,clubs_volunteering,volunteering/social action group,Currently attending,5,75,6.7%,1.9%,21.3%,4.8%,14.6%
2022,Other sex,All Schools,clubs_volunteering,volunteering/social action group,Don't want to attend,50,75,66.7%,48.8%,80.7%,17.8%,14.1%
2022,Other sex,All Schools,clubs_volunteering,volunteering/social action group,Would like to attend,20,75,26.7%,14.2%,44.4%,12.5%,17.7%
2022,Other sex,All Schools,cocaine_exp,cocaine,No,10,15,66.7%,30.1%,90.3%,36.6%,23.6%
2022,Other sex,All Schools,cocaine_exp,cocaine,Yes,5,15,33.3%,9.7%,69.9%,23.6%,36.6%
2022,Other sex,All Schools,cocaine_offered,cocaine,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,condition_adhd,ADHD,No,70,95,73.7%,58.0%,85.0%,15.6%,11.3%
2022,Other sex,All Schools,condition_adhd,ADHD,Yes,25,95,26.3%,15.0%,42.0%,11.3%,15.6%
2022,Other sex,All Schools,condition_autism,autism,No,75,95,78.9%,63.7%,88.9%,15.2%,10.0%
2022,Other sex,All Schools,condition_autism,autism,Yes,20,95,21.1%,11.1%,36.3%,10.0%,15.2%
2022,Other sex,All Schools,condition_disability,physical disability,No,90,95,94.7%,82.8%,98.5%,12.0%,3.8%
2022,Other sex,All Schools,condition_disability,physical disability,Yes,5,95,5.3%,1.5%,17.2%,3.8%,12.0%
2022,Other sex,All Schools,condition_mental,diagnosed mental health condition,No,65,95,68.4%,52.6%,80.9%,15.8%,12.5%
2022,Other sex,All Schools,condition_mental,diagnosed mental health condition,Yes,30,95,31.6%,19.1%,47.4%,12.5%,15.8%
2022,Other sex,All Schools,condition_physical,physical condition,No,80,95,84.2%,69.6%,92.5%,14.6%,8.3%
2022,Other sex,All Schools,condition_physical,physical condition,Yes,15,95,15.8%,7.5%,30.4%,8.3%,14.6%
2022,Other sex,All Schools,condition_send,special education need(s) or learning difficulty,No,80,95,84.2%,69.6%,92.5%,14.6%,8.3%
2022,Other sex,All Schools,condition_send,special education need(s) or learning difficulty,Yes,15,95,15.8%,7.5%,30.4%,8.3%,14.6%
2022,Other sex,All Schools,condoms_free,they know where they can get condoms for free,No,15,30,50.0%,25.4%,74.6%,24.6%,24.6%
2022,Other sex,All Schools,condoms_free,they know where they can get condoms for free,Not sure,5,30,16.7%,4.7%,44.7%,12.0%,28.1%
2022,Other sex,All Schools,condoms_free,they know where they can get condoms for free,Yes,10,30,33.3%,13.8%,60.9%,19.5%,27.5%
2022,Other sex,All Schools,cope_alcohol,by drinking alcohol,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,cope_alcohol,by drinking alcohol,Yes,0,95,0.0%,0.0%,9.1%,0.0%,9.1%
2022,Other sex,All Schools,cope_counselling,by having counselling,No,85,95,89.5%,75.9%,95.8%,13.6%,6.3%
2022,Other sex,All Schools,cope_counselling,by having counselling,Yes,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,cope_creative,by doing creative activities,No,65,95,68.4%,52.6%,80.9%,15.8%,12.5%
2022,Other sex,All Schools,cope_creative,by doing creative activities,Yes,30,95,31.6%,19.1%,47.4%,12.5%,15.8%
2022,Other sex,All Schools,cope_drugs,by doing drugs,No,90,95,94.7%,82.8%,98.5%,12.0%,3.8%
2022,Other sex,All Schools,cope_drugs,by doing drugs,Yes,5,95,5.3%,1.5%,17.2%,3.8%,12.0%
2022,Other sex,All Schools,cope_eat,by eating more,No,75,95,78.9%,63.7%,88.9%,15.2%,10.0%
2022,Other sex,All Schools,cope_eat,by eating more,Yes,20,95,21.1%,11.1%,36.3%,10.0%,15.2%
2022,Other sex,All Schools,cope_exercise,by exercising,No,85,95,89.5%,75.9%,95.8%,13.6%,6.3%
2022,Other sex,All Schools,cope_exercise,by exercising,Yes,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,cope_games,by playing computer games,No,55,95,57.9%,42.2%,72.1%,15.7%,14.2%
2022,Other sex,All Schools,cope_games,by playing computer games,Yes,40,95,42.1%,27.9%,57.8%,14.2%,15.7%
2022,Other sex,All Schools,cope_internet,by looking for help online,No,85,95,89.5%,75.9%,95.8%,13.6%,6.3%
2022,Other sex,All Schools,cope_internet,by looking for help online,Yes,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,cope_music,by listening to music,No,25,95,26.3%,15.0%,42.0%,11.3%,15.6%
2022,Other sex,All Schools,cope_music,by listening to music,Yes,70,95,73.7%,58.0%,85.0%,15.6%,11.3%
2022,Other sex,All Schools,cope_nothing,by doing nothing,No,60,95,63.2%,47.3%,76.6%,15.8%,13.4%
2022,Other sex,All Schools,cope_nothing,by doing nothing,Yes,35,95,36.8%,23.4%,52.7%,13.4%,15.8%
2022,Other sex,All Schools,cope_other,by other methods,No,80,95,84.2%,69.6%,92.5%,14.6%,8.3%
2022,Other sex,All Schools,cope_other,by other methods,Yes,15,95,15.8%,7.5%,30.4%,8.3%,14.6%
2022,Other sex,All Schools,cope_selfharm,by self-harm,No,65,95,68.4%,52.6%,80.9%,15.8%,12.5%
2022,Other sex,All Schools,cope_selfharm,by self-harm,Yes,30,95,31.6%,19.1%,47.4%,12.5%,15.8%
2022,Other sex,All Schools,cope_smoke,by smoking,No,90,95,94.7%,82.8%,98.5%,12.0%,3.8%
2022,Other sex,All Schools,cope_smoke,by smoking,Yes,5,95,5.3%,1.5%,17.2%,3.8%,12.0%
2022,Other sex,All Schools,cope_talkadult,by talking to an adult that's not their carer,No,90,95,94.7%,82.8%,98.5%,12.0%,3.8%
2022,Other sex,All Schools,cope_talkadult,by talking to an adult that's not their carer,Yes,5,95,5.3%,1.5%,17.2%,3.8%,12.0%
2022,Other sex,All Schools,cope_talkfamily,by talking to family,No,85,95,89.5%,75.9%,95.8%,13.6%,6.3%
2022,Other sex,All Schools,cope_talkfamily,by talking to family,Yes,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,cope_talkfriend,by talking to a friend,No,60,95,63.2%,47.3%,76.6%,15.8%,13.4%
2022,Other sex,All Schools,cope_talkfriend,by talking to a friend,Yes,35,95,36.8%,23.4%,52.7%,13.4%,15.8%
2022,Other sex,All Schools,cope_think,by thinking of a solution on their own,No,70,95,73.7%,58.0%,85.0%,15.6%,11.3%
2022,Other sex,All Schools,cope_think,by thinking of a solution on their own,Yes,25,95,26.3%,15.0%,42.0%,11.3%,15.6%
2022,Other sex,All Schools,crack_exp,crack,No,10,15,66.7%,30.1%,90.3%,36.6%,23.6%
2022,Other sex,All Schools,crack_exp,crack,Yes,5,15,33.3%,9.7%,69.9%,23.6%,36.6%
2022,Other sex,All Schools,crack_offered,crack,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,dentist,check-up at the dentist within the last year,No,25,95,26.3%,15.0%,42.0%,11.3%,15.6%
2022,Other sex,All Schools,dentist,check-up at the dentist within the last year,Yes,70,95,73.7%,58.0%,85.0%,15.6%,11.3%
2022,Other sex,All Schools,diet_breakfast,breakfast,2-3 days a week,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,diet_breakfast,breakfast,On most days,45,95,47.4%,32.5%,62.7%,14.9%,15.3%
2022,Other sex,All Schools,diet_breakfast,breakfast,Once a week or less,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,diet_breakfast,breakfast,Rarely or never,30,95,31.6%,19.1%,47.4%,12.5%,15.8%
2022,Other sex,All Schools,diet_energydrinks,energy drinks,2-3 days a week,5,95,5.3%,1.5%,17.2%,3.8%,12.0%
2022,Other sex,All Schools,diet_energydrinks,energy drinks,On most days,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,diet_energydrinks,energy drinks,Once a week or less,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,diet_energydrinks,energy drinks,Rarely or never,70,95,73.7%,58.0%,85.0%,15.6%,11.3%
2022,Other sex,All Schools,diet_fastfood,fast food and takeaway,2-3 days a week,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,diet_fastfood,fast food and takeaway,On most days,5,95,5.3%,1.5%,17.2%,3.8%,12.0%
2022,Other sex,All Schools,diet_fastfood,fast food and takeaway,Once a week or less,45,95,47.4%,32.5%,62.7%,14.9%,15.3%
2022,Other sex,All Schools,diet_fastfood,fast food and takeaway,Rarely or never,35,95,36.8%,23.4%,52.7%,13.4%,15.8%
2022,Other sex,All Schools,diet_fizzydrinks,fizzy drinks,2-3 days a week,15,90,16.7%,7.9%,31.8%,8.8%,15.2%
2022,Other sex,All Schools,diet_fizzydrinks,fizzy drinks,On most days,15,90,16.7%,7.9%,31.8%,8.8%,15.2%
2022,Other sex,All Schools,diet_fizzydrinks,fizzy drinks,Once a week or less,30,90,33.3%,20.2%,49.6%,13.1%,16.3%
2022,Other sex,All Schools,diet_fizzydrinks,fizzy drinks,Rarely or never,30,90,33.3%,20.2%,49.6%,13.1%,16.3%
2022,Other sex,All Schools,diet_sweets,sweets or chocolate,2-3 days a week,30,90,33.3%,20.2%,49.6%,13.1%,16.3%
2022,Other sex,All Schools,diet_sweets,sweets or chocolate,On most days,35,90,38.9%,24.8%,55.1%,14.1%,16.2%
2022,Other sex,All Schools,diet_sweets,sweets or chocolate,Once a week or less,15,90,16.7%,7.9%,31.8%,8.8%,15.2%
2022,Other sex,All Schools,diet_sweets,sweets or chocolate,Rarely or never,10,90,11.1%,4.4%,25.3%,6.7%,14.2%
2022,Other sex,All Schools,diet_water,water,2-3 days a week,15,90,16.7%,7.9%,31.8%,8.8%,15.2%
